rowId,3,label
0,3.78708532,0
14,3.841482107,0
27,3.838707209,0
28,3.815850253,0
102,3.846034591,0
117,3.845312904,0
149,3.835554158,0
339,3.79112783,0
363,3.858218044,0
378,3.857182117,0
379,3.820266921,0
386,3.843968064,0
450,3.813783726,0
463,3.816069954,0
469,3.880965815,0
514,3.82758365,0
543,3.877417302,0
580,3.857933098,0
591,3.846468668,0
604,3.861186013,0
626,3.819171076,0
669,3.870088588,0
686,3.794764224,0
708,3.832519613,0
712,3.86164672,0
719,3.853704174,0
739,3.795698955,0
756,3.802293997,0
811,3.80629523,0
818,3.859572205,0
839,3.793621776,0
859,3.856280675,0
874,3.855794668,0
967,3.863263192,0
971,3.800875923,0
972,3.840274414,0
973,3.854094311,0
974,3.790336904,0
1001,3.821424016,0
1016,3.878019151,0
1052,3.796147678,0
1075,3.843916135,0
1086,3.843948091,0
1145,3.842328957,0
1254,3.788375568,0
1321,3.797095724,0
1337,3.860329842,0
1371,3.786633933,0
1373,3.841916184,0
1380,3.79535409,0
1502,3.802590928,0
1529,3.87586208,0
1565,3.882964434,0
1570,3.844754995,0
1589,3.81103679,0
1592,3.80487183,0
1614,3.805673408,0
1648,3.858746659,1
1678,3.88543175,1
1729,3.859054241,1
1744,3.844713718,1
1763,3.857664129,1
1801,3.880266765,1
1805,3.805130146,1
1823,3.857520325,1
1843,3.832610157,1
1848,3.822755541,1
1901,3.786155915,1
1915,3.870549296,1
1929,3.827876586,1
1931,3.843138524,1
1944,3.868268394,1
1993,3.821743582,1
1996,3.820421378,1
2025,3.881101631,1
2038,3.816364221,1
2050,3.869000733,1
2084,3.815392208,1
2088,3.835202636,1
2149,3.789918805,1
2191,3.857622852,1
2207,3.850334085,1
2221,3.831779285,1
2226,3.80406892,1
2229,3.873551885,1
2241,3.790472719,1
2246,3.855831951,1
2270,3.874433354,1
2275,3.871819571,1
2296,3.791793592,1
2298,3.839086694,1
2307,3.792300903,1
2323,3.784803086,1
2346,3.827501096,1
2350,3.840946834,1
2356,3.823545135,1
2381,3.824112365,1
2395,3.810839724,1
2424,3.884315932,1
2438,3.82863156,1
2443,3.841455477,1
2452,3.789114564,1
2462,3.818498656,1
2470,3.823541141,1
2497,3.801758724,1
2501,3.793404737,1
2522,3.883574273,1
2528,3.809970239,1
2538,3.833415729,1
2568,3.862227265,1
2582,3.849868051,1
2590,3.8415367,1
2644,3.809357737,1
2654,3.80076807,1
2679,3.884038975,1
2708,3.786118633,1
2719,3.792632453,1
2720,3.864287134,1
2735,3.867561354,1
2764,3.829061643,1
2777,3.849338104,1
2794,3.843958744,1
2811,3.849685632,1
2818,3.876983224,1
2870,3.827398568,1
2892,3.85274015,1
2894,3.832636787,1
2897,3.836281171,1
2925,3.786387601,1
2928,3.84258461,1
2934,3.849259544,1
2973,3.843193117,1
2984,3.865979503,1
3022,3.855668174,1
3047,3.865221865,1
3068,3.794443327,1
3079,3.884076258,1
3091,3.815326963,1
3127,3.791615168,1
3154,3.801194158,1
3180,3.863493546,1
3184,3.811175269,1
3187,3.850786803,1
3202,3.825375982,1
3212,3.849628377,1
3223,3.868163203,1
3236,3.784436917,1
3246,3.879834019,1
3256,3.843645835,1
3274,3.833150756,1
3314,3.882558319,1
3315,3.84804253,1
3333,3.828237429,1
3335,3.806305882,1
3364,3.880405243,1
3388,3.821196325,1
3461,3.828021722,1
3514,3.829744715,1
3582,3.871875495,1
3622,3.78583635,1
3692,3.875810151,1
3710,3.833611463,1
3754,3.787414207,1
3764,3.808666676,1
3769,3.866477493,1
3783,3.871843538,1
